"id","non_teaching_staff","teaching_staff","total"
"47622","7","16","23"
"43598","2","6","8"
"50618","1","1","2"
"45357","4","10","14"
"44782","1","1","2"
"51920","35","108","143"
"55592","1","0","1"
"44230","0","24","24"
"49461","7","13","20"
"49327","0","5","5"
"51492","2","4","6"
"51207","136","250","386"
"46456","1","2","3"
"50082","14","29","43"
"48155","0","4","4"
"42956","2","3","5"
"49002","0","10","10"
"45421","1","9","10"
"50368","2","4","6"
"43440","6","27","33"
"44266","11","22","33"
"43249","1","4","5"
"49024","0","6","6"
"49540","2","0","2"
"46613","44","28","72"
"52468","4","16","20"
"55187","5","20","25"
"43748","14","17","31"
"50117","10","2","12"
"50508","2","3","5"
"51107","5","0","5"
"54280","6","20","26"
"45729","15","27","42"
"45962","4","0","4"
"46675","20","44","64"
"50986","2","0","2"
"55371","4","2","6"
"49332","10","10","20"
"42410","5","6","11"
"44307","15","22","37"
"45311","4","1","5"
"48640","5","10","15"
"54475","4","4","8"
"46314","26","10","36"
"48571","6","3","9"
"52253","6","1","7"
"44142","12","13","25"
"55064","2","4","6"
"46966","0","2","2"
"55005","374","232","606"
"45564","4","8","12"
"54827","5","9","14"
"51127","10","25","35"
"52377","30","32","62"
"53199","1","0","1"
"54977","3","5","8"
"54492","5","5","10"
"42122","1","2","3"
"47987","0","2","2"
"52546","1","15","16"
"45019","2","7","9"
"45553","2","5","7"
"51924","0","5","5"
"44749","0","1","1"
"53360","40","48","88"
"47008","0","1","1"
"48258","1","20","21"
"55342","2","3","5"
"45630","25","10","35"
"50136","0","1","1"
"54085","4","8","12"
"45315","4","33","37"
"46545","12","7","19"
"51786","1","1","2"
"48740","3","1","4"
"54744","0","30","30"
"44491","8","8","16"
"45988","5","8","13"
"42893","4","11","15"
"44851","20","22","42"
"45240","14","23","37"
"52254","3","5","8"
"48891","15","10","25"
"51012","5","10","15"
"51116","2","0","2"
"42648","3","0","3"
"49691","6","10","16"
"51378","4","8","12"
"50743","6","5","11"
"46538","5","12","17"
"53863","2","3","5"
"55450","6","7","13"
"55226","12","2","14"
"45697","237","150","387"
"55829","6","14","20"
"44252","2","6","8"
"54122","4","12","16"
"49483","15","161","176"
"45989","7","15","22"
"42146","2","0","2"
"42959","0","7","7"
"44378","2","3","5"
"47819","32","30","62"
"53146","3","9","12"
"46568","2","10","12"
"52717","10","4","14"
"47930","10","16","26"
"50133","3324","1258","4582"
"49528","1","1","2"
"53276","10","15","25"
"55759","10","15","25"
"47364","0","5","5"
"50762","0","2","2"
"47830","5","5","10"
"50402","280","63","343"
"44456","3","7","10"
"52004","10","48","58"
"50454","4","10","14"
"51108","8","8","16"
"44603","10","15","25"
"54111","6","3","9"
"49861","1","3","4"
"42658","8","1","9"
"47537","23","64","87"
"48630","15","75","90"
"44462","10","11","21"
"46990","1","2","3"
"55921","469","435","904"
"49705","2","2","4"
"53940","6","12","18"
"52228","4","6","10"
"52115","2","0","2"
"47197","60","72","132"
"55627","10","24","34"
"55420","0","1","1"
"44876","0","4","4"
"45934","20","15","35"
"44681","6","18","24"
"55003","11","9","20"
"50940","13","8","21"
"53047","4","0","4"
"42321","2","77","79"
"42703","5","5","10"
"44295","4","0","4"
"48300","1","1","2"
"52113","10","7","17"
"54504","6","6","12"
"52033","26","74","100"
"48480","20","20","40"
"49212","7","6","13"
"53691","0","5","5"
"46332","1","4","5"
"50243","12","20","32"
"51167","104","92","196"
"46690","14","18","32"
"46698","2","2","4"
"50700","55","36","91"
"43968","4","12","16"
"44602","22","66","88"
"46808","2","0","2"
"46835","2","0","2"
"51793","34","37","71"
"55387","90","150","240"
"49593","5","20","25"
"47374","4","24","28"
"46638","1","0","1"
"46766","2","4","6"
"47145","18","17","35"
"43620","3","8","11"
"47992","5","8","13"
"49216","12","30","42"
"49803","19","8","27"
"55401","0","4","4"
"45455","25","17","42"
"50875","3","4","7"
"55564","5","12","17"
"48622","17","13","30"
"44980","5","0","5"
"42301","15","20","35"
"55345","8","7","15"
"43917","0","5","5"
"49251","100","87","187"
"51432","6","4","10"
"47727","0","2","2"
"48326","0","1","1"
"54067","8","7","15"
"48171","11","12","23"
"52452","0","9","9"
"53842","4","12","16"
"45944","13","21","34"
"48443","5","5","10"
"50607","15","35","50"
"54394","0","3","3"
"51657","20","16","36"
"55576","1","0","1"
"53321","1","1","2"
"53249","6","12","18"
"55596","5","8","13"
"44116","25","25","50"
"54697","8","8","16"
"51702","2","4","6"
"43396","2","6","8"
"50235","9","9","18"
"54853","0","3","3"
"47236","0","1","1"
"48421","4","2","6"
"51014","4","6","10"
"46590","8","25","33"
"54692","44","38","82"
"55539","2","5","7"
"48591","0","25","25"
"45509","4","0","4"
"51673","8","20","28"
"52226","9","113","122"
"53225","1","1","2"
"52940","23","51","74"
"49543","6","6","12"
"48052","6","4","10"
"46992","0","3","3"
"42329","2","3","5"
"53097","4","12","16"
"42616","0","3","3"
"49337","248","138","386"
"46329","1","11","12"
"50527","0","11","11"
"52632","50","70","120"
"43803","55","40","95"
"47079","","","1"
"53336","214","82","296"
"55552","10","8","18"
"47172","4","8","12"
"51008","28","88","116"
"55597","10","23","33"
"53658","13","13","26"
"51217","4","16","20"
"48175","259","300","559"
"42481","5","5","10"
"51892","","","73"
"50314","30","2","32"
"42196","8","17","25"
"46750","18","41","59"
"51148","3","0","3"
"53741","5","10","15"
"54658","2","18","20"
"42906","1","0","1"
"43627","8","12","20"
"46480","10","30","40"
"45003","49","47","96"
"49095","15","33","48"
"49196","4","2","6"
"43661","4","2","6"
"50712","6","17","23"
"46955","4","3","7"
"50975","11","31","42"
"42169","1","1","2"
"44810","5","18","23"
"42837","1","16","17"
"48838","12","19","31"
"45103","1","2","3"
"48286","0","33","33"
"42287","1","0","1"
"42933","14","8","22"
"45293","13","18","31"
"53116","4","1","5"
"53723","2","3","5"
"48509","0","7","7"
"51059","9","12","21"
"49650","6","25","31"
"46972","3","0","3"
"45160","2","2","4"
"44917","6","3","9"
"47247","6","10","16"
"55743","265","133","398"
"54162","0","9","9"
"51893","12","12","24"
"52367","0","1","1"
"45488","10","20","30"
"53287","12","25","37"
"48531","0","1","1"
"43258","3","7","10"
"51471","2","1","3"
"55452","10","23","33"
"52629","20","0","20"
"53577","4","12","16"
"55799","6","6","12"
"52613","4","1","5"
"46704","8","12","20"
"55390","137","86","223"
"52085","20","45","65"
"44901","1","4","5"
"55878","6","15","21"
"44207","7","7","14"
"51685","11","63","74"
"51521","3","5","8"
"44193","2","3","5"
"43365","2","5","7"
"51475","0","1","1"
"55551","12","10","22"
"51629","0","6","6"
"49514","2","6","8"
"55194","4","3","7"
"45284","2","7","9"
"51213","0","18","18"
"52290","0","3","3"
"55033","2","1","3"
"55448","5","12","17"
"53959","5","0","5"
"43521","5","7","12"
"46064","11","10","21"
"47343","3","0","3"
"42253","12","10","22"
"53069","6","5","11"
"54984","40","50","90"
"42423","4","2","6"
"45672","0","1","1"
"50831","5","9","14"
"44865","84","130","214"
"46517","10","1","11"
"54950","1","4","5"
"49943","12","42","54"
"54284","7","5","12"
"45569","4","7","11"
"55493","2","4","6"
"47736","148","45","193"
"55248","16","14","30"
"49429","6","19","25"
"51149","3","4","7"
"51725","2","2","4"
"49449","0","10","10"
"50168","2","6","8"
"44396","7","4","11"
"44399","10","0","10"
"44560","20","37","57"
"52758","6","12","18"
"43482","36","6","42"
"54605","20","15","35"
"48299","1","5","6"
"42488","40","16","56"
"55885","2","0","2"
"54446","2","3","5"
"47691","2","0","2"
"47765","5","8","13"
"51928","0","10","10"
"53201","5","8","13"
"47325","4","8","12"
"51572","6","7","13"
"49188","141","126","267"
"43816","2","8","10"
"46405","2","1","3"
"42834","36","28","64"
"51832","2","3","5"
"47803","5","12","17"
"42745","4","1","5"
"47652","5","10","15"
"55631","2","0","2"
"48103","5","20","25"
"54773","1","1","2"
"50251","3","1","4"
"47156","3","1","4"
"49567","4","17","21"
"50522","20","12","32"
"55421","6","7","13"
"42809","3","0","3"
"53173","6","7","13"
"50783","8","14","22"
"53377","7","19","26"
"49986","10","11","21"
"51795","6","15","21"
"47941","15","36","51"
"49385","2","4","6"
"53397","7","21","28"
"53506","2","4","6"
"47633","2","0","2"
"49842","4","4","8"
"47816","10","30","40"
"55700","20","75","95"
"43621","0","2","2"
"45880","36","36","72"
"46361","2","4","6"
"47921","6","24","30"
"52243","16","54","70"
"51021","1","1","2"
"47643","14","11","25"
"54540","4","4","8"
"51272","5","9","14"
"47883","6","6","12"
"44607","0","1","1"
"45110","13","6","19"
"48340","3","0","3"
"49646","1","2","3"
"44438","1","2","3"
"55858","19","30","49"
"44373","30","29","59"
"46017","10","9","19"
"48414","2","6","8"
"54905","12","22","34"
"47986","3","10","13"
"51249","15","63","78"
"43619","4","17","21"
"46576","7","1","8"
"48963","6","6","12"
"45362","7","8","15"
"50588","3","2","5"
"44790","2","2","4"
"46214","2","0","2"
"51333","146","98","244"
"44000","3","1","4"
"51169","96","146","242"
"55644","139","128","267"
"44717","14","10","24"
"50137","6","12","18"
"47500","8","0","8"
"47653","11","9","20"
"51074","3","1","4"
"53002","4","8","12"
"47568","0","14","14"
"49064","7","15","22"
"45237","0","3","3"
"53472","13","12","25"
"53526","7","3","10"
"46589","4","3","7"
"43025","2","0","2"
"48930","20","20","40"
"48725","2","1","3"
"52297","16","37","53"
"50047","0","7","7"
"53950","2","4","6"
"46686","1","3","4"
"45030","10","24","34"
"51555","1","0","1"
"47425","2","0","2"
"51605","0","24","24"
"45732","185","40","225"
"54988","2","1","3"
"50769","3","6","9"
"44282","2","1","3"
"54016","5","6","11"
"55528","11","9","20"
"51911","58","30","88"
"46232","40","15","55"
"43757","2","2","4"
"42506","6","9","15"
"47848","2","4","6"
"45930","10","20","30"
"45642","11","42","53"
"55433","0","3","3"
"50196","2","7","9"
"54696","6","7","13"
"48837","32","44","76"
"47263","4","27","31"
"43256","3","8","11"
"55019","7","10","17"
"54665","0","2","2"
"44729","0","12","12"
"45148","12","12","24"
"49247","19","21","40"
"44833","10","35","45"
"51215","2","3","5"
"46578","4","3","7"
"55606","52","69","121"
"44591","18","0","18"
"50109","0","5","5"
"46929","4","9","13"
"50835","1","3","4"
"52350","4","4","8"
"48335","2","0","2"
"45412","3","4","7"
"52175","1","3","4"
"45309","4","8","12"
"55070","21","6","27"
"53970","6","0","6"
"46518","6","4","10"
"47106","2","2","4"
"53010","6","8","14"
"48989","18","16","34"
"50049","28","16","44"
"50914","6","16","22"
"54637","51","4","55"
"44262","12","23","35"
"48064","8","2","10"
"49888","10","10","20"
"51743","2","5","7"
"51400","11","1","12"
"50043","6","0","6"
"55207","53","20","73"
"44814","0","1","1"
"52697","4","0","4"
"46810","7","23","30"
"54734","5","10","15"
"51298","4","4","8"
"53879","1","8","9"
"45624","2","2","4"
"54716","11","44","55"
"46679","8","8","16"
"52181","12","0","12"
"45250","2","0","2"
"42352","7","8","15"
"43166","5","11","16"
"55865","250","356","606"
"44788","1","4","5"
"55071","380","320","700"
"45189","4","15","19"
"50595","0","5","5"
"52324","2","2","4"
"49878","12","34","46"
"48834","0","2","2"
"46703","15","35","50"
"48556","2","3","5"
"54520","7","0","7"
"48524","18","35","53"
"54355","2","4","6"
"54135","6","14","20"
"52082","2","2","4"
"51916","6","15","21"
"46732","1","1","2"
"47806","10","41","51"
"54799","3","6","9"
"45444","0","2","2"
"52101","6","17","23"
"47651","10","9","19"
"43826","4","8","12"
"44423","2","6","8"
"47726","2","1","3"
"54060","28","88","116"
"48900","15","10","25"
"54811","1","5","6"
"44345","3","2","5"
"45443","","","16"
"47146","3","0","3"
"47670","4","35","39"
"53435","8","4","12"
"47259","5","20","25"
"48844","10","28","38"
"50465","9","5","14"
"48285","3","3","6"
"55204","2","7","9"
"42897","0","1","1"
"48974","12","10","22"
"50057","2","6","8"
"54859","39","22","61"
"46639","4","7","11"
"52299","1","0","1"
"52661","48","61","109"
"52020","10","5","15"
"51993","80","63","143"
"45159","2","2","4"
"45908","0","3","3"
"54208","13","25","38"
"51259","10","12","22"
"47574","4","11","15"
"43658","0","10","10"
"42874","3","0","3"
"46163","5","13","18"
"43759","17","50","67"
"49245","72","13","85"
"49220","15","20","35"
"51339","2","0","2"
"53660","200","72","272"
"47340","30","10","40"
"43896","6","10","16"
"55377","36","28","64"
"44921","7","9","16"
"49324","0","26","26"
"52005","3","10","13"
"55662","2","6","8"
"46781","2","0","2"
"54901","2","5","7"
"48992","155","229","384"
"52513","1","5","6"
"50698","10","25","35"
"50358","2","9","11"
"52567","3","6","9"
"53367","8","0","8"
"51878","24","4","28"
"51732","2","6","8"
"54141","0","6","6"
"45810","4","0","4"
"49310","6","9","15"
"50825","79","24","103"
"51538","0","1","1"
"52533","1","1","2"
"46423","4","10","14"
"49466","0","4","4"
"51308","4","4","8"
"53241","7","12","19"
"55763","6","19","25"
"53987","1","1","2"
"55504","0","10","10"
"50572","3","7","10"
"44639","1","0","1"
"49044","5","8","13"
"53686","4","2","6"
"44320","6","24","30"
"53812","5","5","10"
"50724","0","2","2"
"54889","36","30","66"
"55598","265","77","342"
"47295","11","8","19"
"50635","72","72","144"
"55593","14","18","32"
"45395","10","12","22"
"49927","1","0","1"
"44634","3","5","8"
"50227","7","8","15"
"44093","2","5","7"
"42855","2","15","17"
"47341","9","8","17"
"42741","3","7","10"
"47831","10","10","20"
"53344","5","7","12"
"52459","10","0","10"
"47700","1","5","6"
"48002","5","10","15"
"49497","2","6","8"
"54432","8","10","18"
"47040","2","5","7"
"47521","1","2","3"
"55501","0","28","28"
"52071","7","9","16"
"52157","2","2","4"
"43925","0","1","1"
"53504","21","15","36"
"45560","20","88","108"
"47752","3","3","6"
"53464","23","21","44"
"48401","2","5","7"
"47158","3","17","20"
"44516","4","10","14"
"53049","22","77","99"
"49579","26","22","48"
"44251","0","1","1"
"48469","2","2","4"
"55411","11","13","24"
"46348","0","1","1"
"46709","60","32","92"
"45015","3","0","3"
"49053","5","20","25"
"46688","3","3","6"
"52153","24","33","57"
"52182","10","11","21"
"43921","10","5","15"
"55870","161","145","306"
"50948","16","12","28"
"50540","8","15","23"
"48823","7","9","16"
"54400","11","15","26"
"43487","4","7","11"
"53452","34","55","89"
"55183","2","0","2"
"55852","6","19","25"
"42521","6","20","26"
"49976","13","20","33"
"55699","15","20","35"
"46822","3","2","5"
"48697","40","28","68"
"50746","4","6","10"
"44573","2","1","3"
"47217","1","3","4"
"47950","10","10","20"
"53726","22","48","70"
"54652","3","7","10"
"52824","0","18","18"
"55340","0","15","15"
"44135","2","3","5"
"47812","17","28","45"
"50485","5","9","14"
"55757","14","10","24"
"47798","2","3","5"
"52611","21","38","59"
"44630","16","22","38"
"54294","1","3","4"
"53444","7","14","21"
"46663","2","1","3"
"54412","5","5","10"
"42277","4","3","7"
"46829","3","7","10"
"48058","1","0","1"
"54855","5","3","8"
"43781","10","32","42"
"46882","1","3","4"
"48356","3","2","5"
"45533","4","6","10"
"54630","4","4","8"
"52341","25","30","55"
"53393","45","73","118"
"48013","2","8","10"
"52331","39","35","74"
"50943","4","0","4"
"43594","3","3","6"
"52454","6","1","7"
"51365","8","12","20"
"44503","0","2","2"
"45619","7","13","20"
"54107","0","5","5"
"54807","146","50","196"
"49985","4","1","5"
"46580","1","1","2"
"44547","9","7","16"
"48038","4","7","11"
"49558","2","2","4"
"50407","2","4","6"
"53153","7","18","25"
"54385","6","6","12"
"51824","0","4","4"
"55713","30","9","39"
"49833","0","5","5"
"52322","40","35","75"
"46885","3","19","22"
"50143","0","6","6"
"44829","14","11","25"
"48858","74","235","309"
"45313","2","3","5"
"45314","10","10","20"
"45890","2","3","5"
"42177","0","8","8"
"54079","12","10","22"
"44209","6","14","20"
"55580","180","99","279"
"51177","25","25","50"
"55171","10","6","16"
"53735","4","2","6"
"45557","2","8","10"
"47218","2","4","6"
"49111","4","18","22"
"49576","3","3","6"
"46267","2","2","4"
"49637","5","8","13"
"55476","5","10","15"
"46452","5","2","7"
"55082","100","100","200"
"50529","0","1","1"
"53682","6","12","18"
"49047","6","42","48"
"44850","12","8","20"
"46758","12","12","24"
"45935","1","0","1"
"47133","0","4","4"
"54023","3","5","8"
"53258","10","6","16"
"43155","2","3","5"
"48802","5","5","10"
"48098","2","0","2"
"49445","2","4","6"
"54616","2","1","3"
"48519","4","6","10"
"52975","5","8","13"
"54315","0","2","2"
"44902","2","3","5"
"50905","4","9","13"
"54460","7","8","15"
"51018","14","2","16"
"50244","10","18","28"
"51811","7","4","11"
"53418","2","3","5"
"52564","5","11","16"
"55255","1","0","1"
"48349","0","3","3"
"53337","0","3","3"
"55137","1","3","4"
"55417","6","4","10"
"47006","4","0","4"
"48441","4","1","5"
"51401","8","8","16"
"48541","5","0","5"
"51594","4","6","10"
"49886","4","2","6"
"46789","3","5","8"
"47801","2","2","4"
"53502","7","20","27"
"50400","6","11","17"
"45875","1","1","2"
"49097","28","68","96"
"49887","2","2","4"
"52712","21","18","39"
"48612","21","26","47"
"51137","0","2","2"
"51275","10","149","159"
"55025","8","11","19"
"44056","5","2","7"
"49729","0","1","1"
"55277","5","0","5"
"43339","1","1","2"
"55439","1","2","3"
"55324","2","0","2"
"42134","6","1","7"
"42857","5","6","11"
"49077","4","5","9"
"53426","2","6","8"
"50844","10","22","32"
"54070","8","14","22"
"44965","5","10","15"
"50907","2","4","6"
"42691","8","8","16"
"44546","21","19","40"
"51254","3","6","9"
"42358","8","12","20"
"54201","0","5","5"
"49526","17","15","32"
"55274","8","16","24"
"50151","13","6","19"
"50261","20","57","77"
"47834","3","5","8"
"53856","7","16","23"
"46684","3","1","4"
"48874","1","0","1"
"54763","12","13","25"
"52658","8","3","11"
"50704","2","13","15"
"55871","8","10","18"
"55440","2","5","7"
"46388","15","20","35"
"48797","60","32","92"
"55875","","","87"
"44035","6","11","17"
"51379","29","0","29"
"52408","18","12","30"
"53272","69","25","94"
"45668","2","3","5"
"45203","70","34","104"
"54970","1","4","5"
"48420","5","6","11"
"49173","1","3","4"
"54012","10","17","27"
"43907","4","0","4"
"45885","2","4","6"
"53094","116","242","358"
"52729","10","18","28"
"53743","6","4","10"
