"id","intake_capacity","name","students_residing","type_id"
"173626","60","Sarada Kanya Nivas","30","2"
"166557","71","St.Josephs Hostel Mannanam","0","1"
"192537","80","BHASKAR","70","2"
"156505","450","Old Boys Hostel (SE, TE, BE & ME)","430","1"
"167519","77","Boys hostel 4","72","1"
"170806","248","Bhagini Nivedita","235","2"
"150528","60","BOYS HOSTEL","42","1"
"150547","90","JIVAK CHHATRAVAS","62","1"
"178653","48","Kishori Sinha Womens Hostel","0","2"
"174583","100","SC Hostel","100","1"
"174737","150","Imperial college of Nursing Boys Hostel","25","1"
"151449","30","GIRLS HOSTEL","0","2"
"156673","100","PMC BOYS HOSTEL","50","1"
"184392","100","MSAJC BOYS HOSTEL","43","1"
"193822","91","Girls' Hostel-I","182","2"
"150127","500","SURUCHI GIRLS HOSTEL","250","2"
"166225","50","selvam Boys Hostel","2","1"
"152507","109","L.D.College of Engineering Boys Hostel Block B","134","1"
"191912","344","Lohit","338","3"
"162969","240","Hostel-1","185","1"
"165975","200","BOYS HOSTEL","53","1"
"184575","288","Boys Hostel No. 2","217","1"
"194354","128","PG Hostel-2","60","3"
"163410","15","RAMANAND T T COLLEGE HOSTEL","10","2"
"181663","180","Satpura Hostel","161","2"
"180045","188","Sarojini Naidu","206","2"
"176545","448","Nehru hall","417","1"
"187571","50","metis college","0","2"
"175194","75","Dr. Ambedkar PTTI Hostel for Boys","44","1"
"155939","18","College Hostel","18","1"
"175971","50","St. Mary's Hostel","50","2"
"176263","300","NATIONAL INSTITUTE OF NURSING HOSTEL SANGRUR","250","2"
"186307","150","Nyphia","121","2"
"167574","72","Girls Hostel","72","2"
"185934","72","Type-IV, B-2","72","2"
"161829","200","Girls Hostel","90","2"
"164349","12","Rajeev Edn. Trust hostel for men","0","1"
"177440","51","Government Hostel for SC/ST","51","1"
"164369","200","Ganapathy Girls Hostel","150","2"
"178500","120","East Boys Hostel","120","1"
"190994","225","225 New Boys Hostel","223","1"
"157337","171","Amar Hostel","55","1"
"161069","250","Women's Hostel","250","2"
"157787","50","JESI HOSTEL","3","2"
"151545","36","pattabhi","10","3"
"154698","100","gttc  boys  hostel","1","1"
"165211","85","Institute Campus","84","1"
"192886","20","BMSA hostel 1","7","1"
"160391","50","D.K.D. College Girls' Hostel (Assam Type)","50","2"
"163455","150","Ansar Women's Hostel","120","2"
"151632","30","Girls' Hostel Furkating College","30","2"
"188188","20","Amruthamahathsava Hostel","16","1"
"156718","100","Matrushri Khemiba","0","2"
"190355","36","FARMER'S BLOCK CONVERTAD TO PG STUDENTS HOSTEL","56","1"
"157461","60","GIRLS HOSTEL","6","2"
"176443","224","Tippu Sultan Hostel","221","1"
"164258","30","JLN Boys Hostel","0","1"
"171418","200","GIRLS HOSTEL","200","2"
"182227","85","KD HOTEL","60","1"
"173303","60","Students Hostel  Block III (boys & girls)","38","3"
"162107","275","Girls Hostel","85","2"
"171089","300","FIRST YEAR HOSTEL","300","1"
"189560","150","Boys UG Hostel-I","150","1"
"187632","150","Nehru","203","2"
"180269","100","Hostel 11","0","1"
"163843","350","Senthilandavar Girls Hostel","75","2"
"172428","300","Dhanvanthary","150","2"
"187777","120","CH2","119","1"
"182921","30","Gayatri Boys Hostel,Gunupur","8","1"
"152800","32","Mahishadal Raj College Boys' Hostel","32","1"
"165849","50","Ambedker Hostel","35","1"
"152049","80","Maharshi Vitthal Ramji Shinde Boyes Hostel","10","1"
"166979","35","P.A BOYS HOSTEL","70","1"
"167261","240","Boys Hostel","0","1"
"171642","1836","Sukhna Hostel","1520","2"
"180082","108","SMS BOYS HOSTEL","81","1"
"161936","100","Nibedita Chatrinibas","90","2"
"150514","200","THE OXFORD GIRLS HOSTEL","0","2"
"178788","60","Gents' Hostel","32","1"
"178076","165","SWATANTRA","100","2"
"169050","100","Arts & Science college  Shivajinagar Gadhi","0","2"
"191964","20","KRISHNA VILAS","0","2"
"183416","68","Girls Hostel - 1","68","2"
"160930","160","Crescent Nursing Hostel","84","2"
"167625","300","Dr. M. V.Shetty Hostel, Pumpwell","50","2"
"184468","120","G.M.C.Balayogi Hostel","120","1"
"163222","200","RAITHA BHAVANA","190","1"
"167889","192","ABSMIDS (Ladies Hostel )","102","2"
"156970","300","BOYS HOSTEL 2","125","1"
"158942","192","KAVARI BOYS HOSTEL","140","1"
"163160","100","BSH2","100","2"
"164012","20","Girl's Hostel","10","2"
"176181","150","Gents' Hostel","25","1"
"163824","200","BOYS","200","1"
"177340","140","Raamnujan Hostel","140","2"
"156514","60","DBC BOYS HOSTEL","25","1"
"172933","25","GIRLS HOSTEL","7","2"
"153676","290","Girls Hostel - 2","290","2"
"189547","90","BOYS CAMPUS HOSTEL","65","1"
"184232","150","Ghanapathi","16","2"
"192688","88","Hostel No. 6","98","2"
"149103","100","Meera Bhavan","30","2"
"181015","25","Shivparvathi Mandradiar Educational Trust -Boys Hostel","0","1"
"161839","30","Sports Hostel","10","1"
"172212","168","SSB-C","166","1"
"172807","100","Mayo Hostel","60","2"
"193844","50","Prakriti","35","2"
"178309","100","b-2","60","1"
"182643","50","Boys hostel","50","1"
"158697","50","LAVJIBHAI BHIMDAS PATEL","40","2"
"159877","650","DDU Boys Hostel","650","1"
"183388","200","Sandip Foundation (B2)","141","1"
"161133","112","A wing","112","1"
"172235","40","SHILONI WOMEN HOSTEL","40","2"
"188159","30","Ashwini College Hostel for Boys","30","1"
"169418","150","SRI VISHNU BOYS HOSTEL","20","1"
"193082","150","S V N BOYS HOSTEL","23","1"
"163698","60","Guru Arjan dev Boys Hostel","0","1"
"168018","406","Gayatri Educational Development Society","180","2"
"193219","100","GIRLS HOSTEL","15","2"
"172093","40","Students residence","38","2"
"156225","60","Women's Hostel","0","2"
"194195","40","D.I.T GIRLS","40","2"
"170835","250","PNPS Ladies Hostel","197","2"
"192723","200","Ladies Hostel","118","2"
"158683","54","Gujarat University Boys Hostel Block C","54","1"
"179561","900","GIRLS HOSTEL","450","2"
"193194","300","boys hostel","0","1"
"192446","300","S.B.M.N. HOSTEL-I","10","1"
"191579","35","IGTTI GIRLS HOSTEL","0","2"
"193330","66","OCGH-3","66","2"
"152385","120","MATOSHRI HOSTEL NANDED","71","2"
"160918","30","S.R.S Boys Hostel","0","1"
"162200","100","Siksha Sadan","78","1"
"171267","150","Kaleeswaran","123","2"
"162963","80","SMT. KASHIBAI NAVALE BOY'S HOSTEL","4","1"
"181887","60","Medak College, Campus","42","2"
"176508","126","B.M.POLYTECHNIC","119","1"
"191270","100","imayam girls Shostel","1","2"
"187917","50","AVC HOSTEL","5","2"
"172314","40","UTD Girls' Hostel","40","2"
"177947","60","ACN GIRLS HOSTEL","27","2"
"190307","100","MCDONALD HALL","87","1"
"161761","50","Gilrs Hostel - 3 Falkland","50","2"
"188338","25","MGV's Boys Hostel","18","1"
"193493","21","Mahila hhatravas 1","0","2"
"185520","50","sri shivarathri rajendra nursing school hostel","8","1"
"153255","100","Taxila","32","1"
"161173","100","BHASKAR BOYS HOSTEL","7","1"
"176958","360","Nightingale hostel","350","2"
"162691","225","NIE GIRLS HOSTEL","192","2"
"165109","25","1","14","2"
"183994","72","Hostel No. 6","48","2"
"194292","30","Amal Jyothi Engineering College Hostel","6","2"
"149964","30","SHREE SWAMINARAYAN GURUKUL","0","1"
"163563","100","BEYNON SMITH COLLEGE OF PHY.EDN BELGAUM","4","1"
"170211","50","boys hostel","0","1"
"185442","80","JAI BHARATH  HOSTEL FOR GIRLS","51","2"
"187650","200","DAH-A","160","2"
"184123","50","S.J.E.S.GIRLS HOSTEL","0","2"
"159988","550","KIT-BOYS HOSTEL","515","1"
"185334","15","Nice Girls Hostel","2","2"
"150483","50","SHREE RADHESHYAM MAHILA HOSTEL","1","2"
"165261","180","Brahmanand group of Institutions, Hostel","0","1"
"189581","100","COLLEGE ATTACHED HOSTEL","23","2"
"165912","25","Adarsh Shri Shiv Prasad","25","1"
"158279","60","Modi Boys Hostel","50","1"
"149404","60","Smt.Muktaben Kanjibhai Savaliya Kaniya Chatralay No-09-A","21","2"
"162982","50","KMG Hostel","0","1"
"194326","50","Boys Hostel","49","1"
"163910","66","ADHI-DRAVIDAR WELFARE HOSTEL (RUN BY SC/ST WELFARE DEPARTMENT SIVAGANGA)","70","1"
"177568","100","Arts college Hostel for women","45","2"
"160725","300","Arigar Anna Hostel","275","1"
"194143","60","GENERAL HOSTEL OLD (ABENDONED)","0","1"
"180471","100","P.M.P.T.T.I. Boy's Hostel","0","1"
"177222","250","Jagannath Hostel","250","1"
"154827","75","TAKSHASHILA GIRLS HOSTEL","20","2"
"161058","50","Boys Hostel","0","1"
"154045","60","sri venkateswara hostels","35","2"
"164082","120","RAJAT BOYS HOSTEL","109","1"
"167571","350","Adhiparasakthi Educational Institution Boys Hostel","22","1"
"177908","100","D.H.S.K College Girls' Hostel","100","2"
"161680","50","gurajada","20","2"
"189867","150","Lovekush Hostel","45","2"
"150992","100","GIRLS HOSTEL","2","2"
"190956","117","Boys Hostel","177","1"
"193370","42","Girls Hostel Block 8","42","2"
"165143","159","BOYS HOSTEL","44","1"
"176528","20","GIRLS HOSTEL","20","2"
"178117","45","Girls' Hostel","11","2"
"184982","52","ld Ladies' Hostel (four storeyed)","52","2"
"162492","150","Himalaya","145","1"
"178088","50","boys Hostel","12","1"
"160733","100","GEETAI BOYS HOSTEL NO. 02","40","1"
"193710","48","Rukmini for Ph.D.","48","2"
"191202","60","Sevadal Mahila Mahavidyalaya","6","2"
"169086","150","Chhatrapati Hostel","120","1"
"174029","70","Girls","33","2"
"184450","422","Nagarjuna","562","1"
"171021","200","Elo Bai","23","2"
"186169","28","Nagaarjun Rishikul","26","1"
"163697","20","GIRLS HOSTAL,  GOVT. COLLEGE  PATAN","0","2"
"172929","40","KTP BOYS HOSTEL A","35","1"
"152791","200","RAMAPRABHA BOYS HOSTEL","150","1"
"173988","16","shdkmv","0","2"
"186313","330","KMC Girls Hostel","184","2"
"159589","324","Dr. Radha Krishnan Boys Hostel","318","1"
"182509","128","Sravisthi Interns Boys Hostel","40","1"
"187870","30","pradnya","5","2"
"161090","48","MALVIYA","48","1"
"162379","80","Nursing School Girls Hostel","71","2"
"179534","25","St.Michael's Women's Hostel","0","2"
"148710","180","NHL GIRLS HOSTEL","40","2"
"161396","50","RR Boys hostel","20","1"
"178660","50","Hostel I","3","1"
"160711","200","MEENAKSHI HOSTEL","12","2"
"164550","20","DEVAMATHA HOSTEL-4","20","2"
"164135","50","Anjali Hostel","20","1"
"158136","40","UGC WOMEN'S HOSTEL","0","2"
"174300","150","APS HOSTEL","138","1"
"187660","500","A.J. Boys Hostel, A.J. Institute of Medical Sciences & Research Centre, Mangaluru","259","1"
"161568","60","Lalgola College Girls' Hostel","0","2"
"173002","126","ACE Hostel for Girls","108","2"
"168449","35","Gurukul Girls Hostel","57","2"
"170394","80","Nibedita Chhatri Nibas","0","2"
"180258","50","Hostel 23","0","2"
"174057","200","Girls Hostel","156","2"
"192718","120","SHREE SARASWATI GIRLS HOSTEL","40","2"
"157312","150","Nivedha hostel","150","2"
"182866","100","Babu Jagjeevan Ram Hostel","68","2"
"162042","60","Govindadas Girls Hostel","33","2"
"169124","240","ROKEYA HALL","39","2"
"151955","15","Dr. D.Y.Patil Pratishthan's Girls Hostel","9","2"
"161995","100","Mamma Margaret Home","22","2"
"152934","340","Rajgad Dnyanpeeths Shri Chhatrapati Shivajiraje College Dhangawadi","340","1"
"193249","6","Shri Atmanand Jain Hostel (Boys)","0","1"
"151345","792","Girls Hostel -I","698","2"
"184639","50","Kamla Hostel","48","2"
"192628","60","NURSING HOSTEL,SSNS","37","2"
"173182","25","Tanmoy College of Higher Education","0","2"
"163177","200","Jogaiah College Boys Hostel","100","1"
"172291","63","Girls hostel","0","2"
"149208","100","Jashodaben Girls' Hostel","15","2"
"191976","16","Vraj Kamal Girls Residential Flats, Mumbai","14","2"
"170790","30","Meenakshi Ammal","0","2"
"161607","75","MASC Hostel for Women","29","2"
"187180","160","Image Girls Hostel","60","2"
"193709","130","Shivneri A Block UG","130","1"
"179622","54","NURSING HOSTEL","54","2"
"172943","25","K.S.GIRL'S HOSTEL, BENGALURU","15","2"
"188724","100","Shai girls hostel","60","2"
"160065","25","SAVITRIBAI FULE HOATEL","0","2"
"183767","60","Mulluvila","56","2"
"150412","10","Girls Hostel, Faridabad","7","2"
"177454","1000","PUC Boys Hostel","874","1"
"193743","25","Shri Narsingh K. Dube Chartiable Trust's Nallasopara","11","2"
"159302","100","Pillai's Hostel 1","44","1"
"167132","70","A K G Hostel","15","2"
"156348","50","Mahatma Jyotiba Phule Boys Hostel","5","1"
"176736","100","AKSHAYA BLOCK","20","2"
"165882","15","IVA Hostel","9","2"
"167568","40","Pavana Hostel","10","2"
"188379","336","Penna","334","2"
"194266","60","NEW BOYS","60","1"
"171342","250","Boys Hostel","200","1"
"192460","200","EVES JARDINE","25","2"
"161105","120","Arrangements with Banarsidas Chandiwala hostel","57","3"
"172499","205","PCE Boys Hostel","110","1"
"180684","250","durga hostel","0","2"
"168622","60","Boys Hostel #2","30","1"
"180241","90","Sarojini","90","2"
"153761","37","NITTR GIRLS HOSTEL","34","2"
"161631","60","Sabaramati","3","2"
"175778","200","J.K.K.NATTRAJA BOYS HOSTEL","36","1"
"156758","200","Singhi Institute Of Nursing Hostel","182","2"
"182811","40","GIRLS HOSTEL-02","40","2"
"171936","60","Sridevi Sawalgi's Boy's Hostel","40","1"
"186768","50","JP HOSTEL","23","2"
"155382","150","MTM COLLEGE GIRLS HOSTEL","30","2"
"193202","50","SRIRAM SCHOOL OF NURSING","50","2"
"193644","100","HASS HOSTEL","3","1"
"182984","70","GIRLS HOSTEL NO 1","70","2"
"169352","24","Mahila Chatravas","0","2"
"189512","25","Wills Hostel for Men","25","1"
"164979","0","Ganesh Dutt Hostel","0","1"
"191150","100","Interns Hostel","100","3"
"193058","50","sajjalashri boys hostel","50","1"
"162302","151","Hostel No. 05","4","1"
"163178","150","Jogaiah College Girls Hostel","80","2"
"183221","63","Girls Hostel","59","2"
"176617","200","GIB HOSTELS","165","1"
"174241","360","Woodlands School & College of Nursing Hostel","286","2"
"152509","112","L.D.College of Engineering Boys Hostel Block D","126","1"
"169998","150","Kalpana Chawla Hostel","155","2"
"193997","200","dr.anjireddy girls hostel","65","2"
"180652","349","Girivar Bhawan","348","1"
"151006","27","GIRLS HOSTEL-IV","27","2"
"151549","800","Umiya Kanya Chhatrawas","375","2"
"179595","60","New boys hostel","60","1"
"182758","60","sarvodaya girls hostal","60","2"
"184716","146","Ladies Hostel","44","2"
"153987","138","Sapthagiri Girls Hostel","138","2"
"161848","60","7SSIPMT Hostel, Raipur (C.G.)","0","1"
"166592","300","AUXILIUM","175","2"
"167676","300","Golden Jubilee Hostel","220","2"
"183343","100","Ladies Hostel","42","2"
"171402","50","M.A.M.GIRLS HOSTEL","5","2"
"152695","400","Boys Hostel","600","1"
"171196","120","Girls Hostel","24","2"
"173403","25","KASMADE GIRLS HOSTEL","0","2"
"189010","100","NTVS GIRLS HOSTEL NANDURBAR","60","2"
"191015","58","Balrampur Hall, Lucknow University, Lucknow","37","1"
"161663","90","Tawi Hostel","42","1"
"168769","250","Boy's hostel2","110","1"
"177503","250","GEC Boys Hostel","195","1"
"183489","400","Malla Reddy Womens Hostel","390","2"
"188661","75","GIRLS HOSTEL","40","2"
"190060","100","PRABHU NILAYA HOSTEL","0","1"
"155341","16","Women Hostel","16","2"
"160860","400","SHREEYASH PRATISHTHAN BOYS HOSTEL","230","1"
"156621","15","University Hostel","0","1"
"167804","200","NRI HOSTEL","85","1"
"164699","40","Mohapatra Bhavan","8","2"
"168463","150","DR A P J Abdul Kalam","150","1"
"194198","10","S R S College Hostel","0","1"
"189314","100","BC/MBC HOSTEL","250","2"
"169583","317","Aryabhatt Bhawan-3 (H6)","272","1"
"178635","250","SIDDARTHA BOYS HOSTEL","200","1"
"174196","75","Boys Hostel, Padnnekad","54","1"
"178742","460","Girls hostel","195","2"
"149119","20","Nursing Hostel","80","2"
"176184","400","SAPTHAGIRI BOYS HOSTEL","0","1"
"171029","280","Boys Hostel","180","1"
"175409","100","Smt AKD. Sakkaniamma Ladies Hostel","68","2"
"163161","100","BSH1","100","2"
"150433","120","Girls Hostel","43","2"
"151304","200","KEMPEGOWDA GIRLS HOSTEL","102","2"
"185856","44","C","44","2"
"166876","300","Rohin Bhawan","295","2"
"173871","60","Old Block","60","2"
"156099","30","DAYANAND BHAWAN","20","1"
"164940","40","BOYS HOSTEL-III","35","1"
"167569","200","S.J.M.NURSES HOSTEL , CHITRADRUGA","150","2"
"158806","120","Girls Hostel","50","2"
"158283","150","HITS BOYS HOSTEL","50","1"
"190603","50","Oxford Girls Residency","0","2"
"187465","50","BPT BOYS Hostel","34","1"
"181827","12","SPORTS HOSTEL VELAM","10","1"
"183323","275","B1","7","1"
"192140","120","Govt.Degree College for Women","120","2"
"179588","90","H1","92","2"
"194356","373","Girls Hostel 1","371","2"
"171786","575","Sri Gayathri  Womens Hostel","526","2"
"180882","68","IHM Kufri Hostel for Girls","30","2"
"189841","192","Boys Hostel H3","37","1"
"149072","210","Yashoda Girls Hostel","178","2"
"194138","38","Dhanwantri Hostel","54","1"
"177880","150","Hostel No - 23","141","1"
"163004","40","Subenthera Women Hostel","39","2"
"164464","100","indravati Women's Hostel","171","2"
"191180","68","AM JAIN","48","2"
"167618","136","Boys Hostel","41","1"
"193684","100","College Hostel","58","1"
"179668","40","HOSTEL FOR BOYS","40","1"
"173382","50","Sri Basavaraja Swamy College of Nursing- Boys Hostel","8","1"
"186064","72","Wilcox Hall","70","2"
"190734","225","Kasturba Bhawan","170","2"
"193745","165","M.S. Ayurved College Girls Hostel Gondia","146","2"
"157751","250","GTB Hostel","180","1"
"165440","50","Raireshwar Boys Hostel","15","1"
"178838","48","Mangla","48","2"
"158551","100","Seshadripuram First Grade College, Yelahanka","100","3"
"166887","72","Srusti Girls Hostel","60","2"
"175215","150","GIRLS HOSTE","40","2"
"186638","40","GIRLS HOSTEL","40","2"
"156744","30","AES GIRLS HOSTEL","30","2"
"159354","20","shri sadan","20","1"
"166138","93","Abdul Kalam Hall","88","1"
"165117","120","GIT Boy's Hostel No-1","68","1"
"166510","250","GIRLS HOSTEL","8","2"
"172753","100","Shishir Hosel","82","2"
"163945","80","Amartya Hall","80","1"
"157170","100","chemistscollege hostel","98","2"
"172238","100","ZUKKI-I HOSTEL","110","2"
"184159","60","Girl's Hostel","17","2"
"157107","80","shree swaminarayan hostel","60","2"
"173003","80","ACE Hostel  for Boys (Juniors)","74","1"
"175333","80","Womens Hostel","0","2"
"176637","100","GIRLS HOSTEL","68","2"
"179516","20","Old Nursing Training School S.N.P. Hospital.","20","2"
"193390","120","Hostel-G","120","1"
"183209","49","PG GIRL","26","2"
"170915","179","Cauveri","194","1"
"184677","58","G.K. Research Hostel INN","58","1"
"153524","250","Sandip Foundation's Hostel 1","203","1"
"184121","60","PSET BOYS HOSTEL","39","1"
"186901","464","Boys Hostel-B6","418","1"
"182151","100","Nelson Mandela","10","2"
"156088","102","A.S.C.College Ladies hostel, Rahuri","0","2"
"185758","27","Girls Hostel","25","2"
"162224","228","OJASWANI KUNJ","228","2"
"187127","150","Gowthami","100","1"
"158812","120","BOYS HOSTEL","120","1"
"190191","94","Girls Hostel","32","2"
"186564","100","Rajgad Boys Hostel bhor","60","1"
"183163","270","Kuber Hostel Borunda","15","2"
"187955","400","Maharshi Dayanand Girls Hostel","400","2"
"152572","60","PRAKASH HOSTEL","40","2"
"192689","78","Hostel No. 7","78","1"
"165344","40","Meenakshi Mission Hospital College  Hostel","36","2"
"157376","60","VISWASREYA HOSTEL","60","1"
"171447","690","Aryabhatta Hostel","670","1"
"184974","10252","KINGS PALACES","10180","1"
"176882","30","Smt. Geeta D. Tatkare Polytechnic Boys Hostel","14","1"
"161494","100","Dillingen Hostel for Girls","30","2"
"163574","260","BOYS HOSTEL","208","1"
"160268","150","SWAMI DEVI DYAL GIRLS HOSTEL -II","1","2"
"151541","140","Ranak Hostel","66","2"
"152058","100","KIT's College of Engineering","86","2"
"182037","110","Girls Hostel","3","2"
"161946","50","Mandavya hostel for boys","42","1"
"153013","0","Women's Hostel under construction with UGC Girls Hostel.","0","2"
"182551","300","Old Boys Hostel","7","1"
"177355","100","Srinivas Boys Hostel","100","1"
"181369","20","AIIPMR Boys' Hostel Block- B","3","1"
"158655","50","Nibedita Girls Hostel","30","2"
"174480","60",".S.S. Arts, Science & Commerce College Ladie","5","2"
"175644","427","R.D. HOSTEL","488","1"
"191258","100","Girls hostel","17","2"
"157991","100","Siddeshwar Post Matric Hostel for Boys","50","1"
"183908","220","sree dattha","190","1"
"164995","35","Nivedita","30","2"
"178015","104","Boy Hostel","6","1"
"181123","10","swami vivekanand hostal","6","1"
"182231","100","PRIYADARSHINI GIRLS HOSTEL","19","2"
"183136","80","D.T.Ed Manchihill Girls hostel","12","2"
"180289","140","St.Joseph College of Teacher Education Hostel","140","2"
"181362","80","ABUL KALAM AZAD MINORITY HOSTEL","20","1"
"177633","235","Boys Hostel No.7","180","1"
"191942","177","SUTAMS MEN'S HOSTEL","100","1"
"187576","200","KULLU VALLEY HOSTEL","139","2"
"167371","25","PieTech Hostel","8","2"
"174755","89","Gangambika","60","2"
"165006","50","NURSING TRAINING SCHOOL BURDWAN","46","2"
"155152","200","Girls Hostel","25","2"
"182446","38","SMT. SUHILADEVI DESHMUKH GIRLS HOSTEL","9","2"
"165402","40","Sarojini Naidu Girls Hostel","21","2"
"172732","40","Girls Hostel","40","2"
"169468","100","Nightingale Institute of Nursing- Boys Hostel","90","1"
"171051","100","K.L.N. Polytechnic College Hostel","7","2"
"183400","200","Rani Laxmi Bai Girls Hostel, M.G. Road, Agra","132","2"
"192302","280","Guru Ravinder Nath Tagore","56","1"
"169423","70","RR Boys Hostel","40","1"
"190677","50","Swami Vivekanand Camups Hostel","0","3"
"151733","40","GIRLS HOSTEL","40","2"
"191753","76","PG-Girls","3","2"
"193649","50","Hostel No. 1","15","1"
"177111","82","A. J. CLINIC HOSTEL (BOYS)","82","1"
"158045","108","Sharda Hostel for Girls","0","2"
"149866","18","Fr. Agnel Home","18","1"
"154512","75","Girls' Hostel, Mohanpur","75","2"
"154320","150","PARWATI GIRLS HOSTEL","1","2"
"148757","120","D Y PATIL EDUCATION ACADEMY'S BOY'S HOSTEL","120","1"
"156745","136","LMCP BOYS HOSTEL","85","1"
"171048","100","Govt Girls Hostel","7","2"
"154755","30","ladies hostel no. 2","2","2"
"154973","100","GEC BOYS HOSTEL","100","1"
"153130","210","BOYS HOSTEL","210","1"
"153334","100","DR BHARAT BARAD BOYS HOSTEL","0","1"
"157752","100","Mata Gujri Hostal for Girls","80","2"
"176092","700","SIMSR Hostel","663","3"
"177666","460","Nirwana Boys Hostel","460","1"
"187398","100","Boys","24","1"
"173724","160","Malviya Hostel","160","2"
"184048","100","KICMA HOSTEL","4","2"
"188303","214","Hostel No. 4","242","1"
"149019","100","Shri N.V.SHAH BOYS HOSTEL","15","1"
"155967","60","Vimal Muni Girls Hostel Ramgarh samba","0","2"
"162754","80","THE NEW COLLEGE HOSTEL","50","1"
"163667","450","NIRMALA COLLEGE HOSTEL","450","2"
"164351","150","Govt degree college nainpur","0","2"
"151673","100","Helen Kellers Hostel for the Deaf (Boys)","26","1"
"193348","200","Emmi Girls Hostel","164","2"
"164098","45","Hostel","45","1"
"148516","144","Super Delux Flat 'C'","144","1"
"162035","200","A/C Hostel","12","1"
"168731","160","PHONICS","145","1"
"151444","30","Dr. D. Y. Patil Girls hostel","30","2"
"173617","40","Women's Hostel","40","2"
"148966","380","Shree Bhanubhai Kurjibhai Radadiya Kanya Chhatralay","0","2"
"151152","350","Lumbini Hostel","350","1"
"168896","242","Zircon B","235","1"
"187425","132","Boys Hostel","48","1"
"191376","150","GIRLS","75","2"
"182898","180","H3-SATPURA","179","1"
"167029","410","SAROJINI BOYS HOSTEL 1","410","1"
"181730","422","Tamiraparani","434","1"
"173914","52","International Hostel","34","3"
"159649","30","ACE Girls Hostel","6","2"
"182111","120","SMT. BHURI DEVI HOSTAL","73","2"
"153342","50","new hostel","0","2"
"170255","104","Girls Hostel 2","93","2"
"181793","44","Temporary Hostel","9","2"
"148432","90","RADHE INSTITUTE HOSTEL","72","1"
"192036","1014","Satis Dhawan","602","1"
"188332","165","Student's Hostel (Gents)","165","1"
"161225","40","Arnab Girls Hostel","24","2"
"160919","30","S.R.S Girls Hostel","10","2"
"151074","54","Thakur Boys Hostel","54","1"
"166842","330","Boys Hostel","63","1"
"194392","30","Siddhakala Boys Hostel (New)","28","1"
"169030","150","Babe Ke Hostel (FOR UG)","118","2"
"187984","80","vikas bped hostel","12","2"
"152488","50","Boys Hostel MRS","48","1"
"182488","200","AELC HOSTEL","70","2"
"166859","422","K G Hall","422","2"
"169186","250","Mother Teresa Women's University Hostel","250","2"
"156906","100","S.R.I. HOSTEL","48","2"
"167323","300","Maharani Jinda","55","2"
"192825","150","Aaka Mahadevi Hostel","105","2"
"180053","50","Shaheed Bhagat Singh Hostel for Boys","50","1"
"163393","200","Dr.N.S.A.M.B.FGC","0","2"
"186030","75","St Mary's Hostel for Women","75","2"
"193090","50","BMCT BOYS HOSTEL","0","1"
"154517","250","BOYS HOSTER (IN CAMPUS)","230","1"
"159584","124","Girls Hostel","124","2"
"173685","250","NIRWANA","162","1"
"179103","130","Jagat Jiban Ram Women's Hostel","129","2"
"160364","72","Building 2","0","2"
"153024","100","Shri R. N. Patel Hostel, Limbasi","0","1"
"183723","45","Aliah University Boys Hostel (Mohisbathan)","40","1"
"149582","180","Adarsha Boys Hostel","0","1"
"170347","50","GIRLS HOSTEL","0","2"
"176271","36","David Hall","36","1"
"188313","50","UGC Girls Hostel","30","2"
"178373","440","SVU RESEARCH SCHOLARS HOSTELS (F,G,I,J)","0","1"
"171161","12","WB 190","12","1"
"170431","60","Nagarjuna college of nursing Boys Hostel","56","1"
"177691","90","Padmachala Dormitory","61","2"
"190333","100","GOVT. BOYS HOSTEL","60","1"
"173731","60","J.C. Bose Hostel","60","1"
"155869","63","Kharagpur College Boys Hostel","55","1"
"170006","260","Skanda","258","1"
"157220","74","Girls Hostel","52","2"
"189272","100","Christ Hostel 1","40","1"
"167021","120","BES Ladies Hostel","120","2"
"178952","300","J.K.K.NATTRAJA BOYS HOSTEL","40","1"
"193836","120","padmavathi girls hostel","72","2"
"156771","110","IV YEAR","101","2"
"161328","150","CBIT Boys Hostel","35","1"
"154036","25","GENERAL HOSTEL","25","1"
"193943","60","Omkar Girls Hostel","9","2"
"185147","150","Bramrambha","1","1"
"153982","80","baba raghav das hostal","45","1"
"169001","240","Fr. Angelo Codello Gents Hostel","52","1"
"181312","200","R.R Girls Hostel","28","2"
"175773","300","GIRLS HOSTEL","275","2"
"191172","50","Boys Hostel","15","1"
"182790","54","SNCT Hostel","12","2"
"157054","20","Girls Hostel","0","2"
"163424","30","Rituparna","30","2"
"163780","30","BOYS HOSTEL","30","1"
"175143","114","GANAGA","150","2"
"156606","110","Devki","55","2"
"187422","72","Boys Hostel Second","61","1"
"165069","50","PRADNYA GIRLS HOSTEL","50","2"
"189944","24","It is situated in the premises of the college on the Kuhi-Mandhal road.","0","2"
"166057","150","Girls Hostel","98","2"
"157901","75","NSHM Knowledge  Campus, Boys","75","1"
"193415","200","Central India Hostel","130","2"
"153279","500","Adhiparasakthi Educational Institutions Ladies Hostel","0","2"
"177861","30","Girls Hostel","0","2"
"176161","200","Sri Akilandeswari Women's College Hostel","70","2"
"179632","55","St. Joseph Nivas","37","2"
"170675","25","Late Mandodari Kanya Chhatralay,chalisgaon","9","2"
"155587","100","PMSA NURSING HOSTEL","64","2"
